Скважина,Дата,Пласт,ГИС,Тип,Перфоратор,N отв,Hнач(md),Hкон(md),Hнач(abs),Hкон(abs),"Hнач(abs,тр)","Hкон(abs,тр)",Плотность,Открыт
4026G,22.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,6250,3078.7,3302.0,1825.1,1823.7,1825.0,1823.7,28,Да
4559G,30.11.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3079.5,3331.7,1834.2,1835.8,1834.2,1835.6,0,Да
3402G,22.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,3917,3079.9,3219.8,1779.3,1785.1,1779.3,1784.7,28,Да
4561G,30.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3080.4,3212.6,1825.2,1823.9,1825.0,1823.9,0,Да
4077G,18.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,840,3085.4,3115.8,1845.9,1846.0,1845.9,1846.0,28,Да
4125G,02.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,567,3086.1,3106.3,1851.5,1851.5,1851.5,1851.3,28,Да
4001G,15.06.2013,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1120,3088.0,3128.0,1854.9,1855.7,1854.8,1855.7,28,Да
4106G,09.12.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,6608,3090.0,3325.7,1852.2,1847.9,1852.2,1847.9,28,Да
4095G,31.08.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,3061,3090.9,3200.2,1851.5,1851.0,1851.4,1850.9,28,Да
4143G2,08.12.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",8620,3091.3,3399.2,1854.6,1847.5,1854.6,1847.3,28,Да
4036G,14.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,6880,3092.0,3337.7,1846.6,1847.1,1846.6,1847.1,28,Да
4541G,27.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,8464,3093.7,3396.0,1836.5,1836.0,1836.4,1836.0,28,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2839,3095.6,3196.9,1804.7,1806.5,1804.7,1806.5,28,Да
4538G,18.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,848,3095.6,3125.9,1835.5,1835.7,1835.5,1835.7,28,Да
3415G,30.08.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,36609,3100.7,4408.2,1785.8,1825.7,1785.8,1825.7,28,Да
4558G2,18.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3101.4,3871.1,1832.0,1844.3,1832.1,1844.3,0,Да
4539G,10.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3103.9,3398.9,1834.3,1830.6,1834.5,1830.5,0,Да
4107G,02.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5694,3105.2,3308.6,1845.7,1846.1,1845.6,1846.1,28,Да
7001G,23.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,5388,3107.4,3299.8,1845.6,1842.5,1845.6,1842.4,28,Нет
7001G,01.01.2019,НП4,НП4,ЗАЛИВКА,,0,3107.4,3299.8,1845.6,1842.5,1845.6,1842.4,0,Нет
4507G,23.09.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,564,3107.9,3128.0,1818.8,1819.2,1818.8,1819.3,28,Да
3407G,10.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,363,3109.6,3119.7,1793.8,1793.5,1793.6,1793.4,36,Да
4003G,14.11.2014,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,5775,3110.0,3200.0,1855.7,1855.7,1855.6,1855.7,64,Да
4560G,29.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",640,3111.0,3131.0,1854.3,1853.9,1854.4,1853.9,32,Да
4085G,16.04.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1708,3113.1,3174.4,1851.3,1851.4,1851.3,1851.4,28,Да
4554G,30.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3115.5,3387.5,1842.1,1841.0,1842.0,1841.0,0,Да
4087G,05.02.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",8680,3117.1,3427.3,1838.0,1838.6,1837.9,1838.5,28,Да
4503GFB3,28.09.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,,0,3118.0,3940.0,1826.6,1823.0,1831.2,1822.9,0,Да
4536G,21.01.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,8509,3126.4,3419.8,1831.7,1831.0,1831.5,1830.8,29,Да
4067G,22.12.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4760,3127.3,3297.8,1846.2,1846.5,1846.2,1846.4,28,Да
4125G,02.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7941,3130.1,3413.8,1850.9,1850.2,1850.9,1850.0,28,Да
4566G,16.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,6720,3131.1,3341.1,1835.3,1837.5,1835.2,1837.5,32,Да
4135G,01.11.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3132.9,3193.7,1834.0,1835.8,1834.0,1835.7,0,Да
4559G2,30.12.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",939,3133.1,3166.6,1835.8,1835.8,1835.6,1835.7,28,Да
4064G,03.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,4018,3135.5,3247.1,1853.0,1851.8,1853.0,1851.8,36,Да
4065G,12.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,14280,3135.8,3646.2,1846.9,1849.2,1847.0,1849.2,28,Да
3407G,10.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,4731,3135.8,3267.3,1793.0,1792.5,1793.0,1792.5,36,Да
4077G,18.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,566,3138.9,3159.1,1846.0,1846.1,1846.0,1846.1,28,Да
4501G,26.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,3380,3139.7,3260.4,1825.8,1826.2,1825.8,1826.2,28,Да
4508G2,09.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,5671,3142.2,3344.7,1831.7,1832.9,1831.7,1832.9,28,Нет
4508G2,14.11.2020,НП4,НП4,ЗАЛИВКА,,0,3142.2,3344.7,1831.7,1832.9,1831.7,1832.9,0,Нет
4574G,27.06.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",0,3142.6,3579.3,1828.5,1827.4,1828.4,1827.4,0,Да
3405G,30.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3402,3143.4,3264.9,1791.7,1791.9,1791.7,1791.9,28,Да
4557G2,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,592,3145.9,3166.3,1829.0,1828.9,1829.0,1828.8,29,Да
4097G,22.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,8430,3147.0,3448.1,1837.7,1837.6,1837.7,1837.5,28,Да
4532G,21.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,853,3148.3,3178.7,1838.3,1838.5,1838.3,1838.6,28,Да
4098G,07.03.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5690,3148.6,3351.8,1834.3,1834.1,1834.3,1834.0,28,Да
4025G,13.09.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,0,3150.4,3838.0,1840.6,1843.9,1840.6,1843.9,0,Да
4058G,21.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5712,3160.0,3364.6,1840.5,1842.6,1840.5,1842.6,28,Да
4538G,18.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,566,3161.9,3182.1,1836.1,1836.1,1836.1,1836.0,28,Да
4134G,29.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3162.2,3365.7,1837.0,1835.7,1836.9,1835.3,0,Да
4507G,23.09.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1694,3163.4,3223.9,1819.9,1820.7,1819.9,1820.7,28,Да
4558G,05.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3168.9,3523.3,1832.1,1831.7,1832.1,1831.5,0,Да
4054G,24.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,2836,3175.0,3276.3,1851.0,1852.2,1850.9,1852.2,28,Да
4560G,29.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",960,3175.6,3205.6,1852.5,1851.4,1852.5,1851.3,32,Да
4557G2,04.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,7753,3178.3,3445.7,1828.6,1828.9,1828.6,1828.9,29,Да
4068G,07.12.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,6938,3178.4,3426.2,1833.8,1835.6,1833.8,1835.5,28,Да
4145G,16.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5720,3179.5,3383.8,1829.9,1830.5,1829.8,1830.5,28,Да
4559G2,30.12.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",7404,3180.7,3445.2,1835.8,1836.5,1835.8,1836.5,28,Да
4077G,18.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,514,3182.2,3200.6,1846.3,1846.3,1846.3,1846.3,28,Да
9186G,14.09.2015,Ю2-6,,ПЕРВИЧ.ПЕРФ.,"Муфта ГРП 114/2,25",0,3188.9,3189.6,,,2024.2,2024.2,0,Да
4047G,12.10.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,5958,3191.6,3404.3,1840.6,1840.1,1840.4,1839.9,28,Да
4099G,13.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,1138,3191.9,3232.5,1824.3,1826.1,1824.4,1826.1,28,Да
4538G,18.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4823,3194.1,3366.4,1835.8,1833.6,1835.8,1833.6,28,Да
4534G,09.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9894,3194.7,3548.1,1851.9,1847.2,1851.9,1847.1,28,Да
3411G,17.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",2851,3196.4,3298.2,1782.5,1786.7,1782.5,1786.7,28,Да
4078G,06.05.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4816,3196.7,3368.7,1832.8,1833.0,1832.7,1833.0,28,Да
4517G,01.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,17188,3196.9,3810.7,1825.6,1833.8,1825.6,1833.5,28,Да
4537G,02.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2822,3197.0,3297.8,1835.5,1835.5,1835.5,1835.4,28,Да
3401G,07.09.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",806,3197.4,3226.2,1781.7,1780.5,1781.6,1780.4,28,Да
4085G,16.04.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2576,3197.4,3289.6,1851.5,1851.5,1851.5,1851.5,28,Да
4076G,19.11.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,9632,3202.9,3546.6,1853.3,1851.5,1853.1,1851.3,28,Да
4086G,08.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",6020,3206.7,3421.4,1847.1,1847.2,1847.0,1847.1,28,Да
4543G,14.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3209.5,3441.1,1835.7,1834.9,1835.7,1834.9,0,Да
4057G,25.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,857,3212.0,3242.6,1844.1,1844.2,1844.1,1844.2,28,Да
4577G,14.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,3214.2,3659.7,1883.9,1882.3,1883.9,1881.6,0,Да
4134G2,25.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,1988,3216.8,3287.8,1850.8,1849.8,1850.8,1849.7,28,Да
4135G,01.11.2017,,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3217.2,3439.5,1835.8,1836.0,1835.6,1836.0,0,Да
4531G,05.03.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,10788,3217.6,3602.9,1833.5,1834.4,1833.4,1834.3,28,Да
4055G2,25.01.2016,НП4,,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",6384,3220.7,3449.1,1853.3,1855.2,1856.7,1858.0,28,Да
4540G,15.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3221.2,3495.5,1834.3,1834.1,1834.2,1834.1,0,Да
4561G,30.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3224.4,3931.9,1823.9,1824.3,1823.9,1824.2,0,Да
3408G,02.02.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,851,3224.6,3255.0,1802.9,1802.1,1802.8,1802.0,28,Да
4095G,31.08.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,5126,3225.2,3408.3,1851.0,1852.5,1850.8,1852.5,28,Да
4105G,12.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,9120,3226.9,3552.6,1853.6,1853.7,1853.5,1853.7,28,Да
4056G,28.03.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4312,3230.1,3383.8,1846.4,1847.1,1846.4,1847.1,28,Да
4528G,05.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,5966,3230.3,3443.4,1831.0,1831.8,1831.0,1831.7,28,Да
4003G,14.11.2014,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,7703,3234.0,3354.0,1856.0,1855.7,1856.0,1855.7,64,Да
4037G,25.08.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,4850,3239.0,3412.2,1835.9,1834.2,1835.8,1834.0,28,Да
4503G,03.10.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3429,3240.1,3362.6,1828.6,1827.9,1828.5,1828.1,28,Да
4507G,23.09.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,10184,3240.6,3604.3,1820.9,1819.3,1820.9,1819.2,28,Да
4576G2,25.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3678,3243.8,3375.1,1887.8,1884.1,1887.8,1883.7,28,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,567,3244.7,3264.9,1807.5,1807.9,1807.5,1807.9,28,Да
4545G,24.10.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,2927,3245.5,3346.4,1833.5,1831.7,1833.7,1831.6,29,Да
4560G,29.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1463,3251.6,3297.3,1850.2,1849.2,1850.0,1849.2,32,Да
4572G2,12.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,13596,3254.6,3740.2,1883.5,1882.1,1883.5,1882.1,28,Да
4530G,01.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,3389,3255.4,3376.4,1834.0,1833.5,1834.0,1833.5,28,Да
4546G,12.11.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,1693,3257.7,3318.1,1834.4,1835.3,1834.4,1835.3,28,Да
4548G,19.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,4799,3258.6,3430.0,1830.9,1828.3,1831.2,1828.3,28,Да
4045G,22.06.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр ФСЭЛО,7707,3259.4,3379.7,1852.3,1853.0,1852.3,1853.0,64,Да
4126G,13.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,570,3262.3,3282.6,1844.6,1845.3,1844.6,1845.3,28,Да
4547G,19.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,293,3266.2,3276.3,1829.7,1829.7,1829.7,1829.7,29,Да
4137G,21.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,9966,3271.1,3627.0,1832.0,1835.3,1832.0,1835.3,28,Да
4571G3,29.07.2021,НП4,,ДОСТРЕЛ,Перфоратор ЗПКО-скорпион-ПП-20 Г,301,3271.7,3286.8,1822.8,1824.0,1821.6,1823.8,20,Да
4532G,21.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,18941,3274.4,3950.9,1837.6,1827.4,1837.7,1827.4,28,Да
4127G,16.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,3278,3276.7,3367.8,1836.6,1839.5,1836.6,1839.5,36,Да
4057G,25.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,287,3276.9,3287.1,1844.2,1844.2,1844.2,1844.2,28,Да
3408G,02.02.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,5664,3278.9,3481.3,1801.5,1792.6,1801.3,1792.6,28,Да
4133G,16.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2819,3281.3,3382.0,1850.7,1854.0,1850.7,1854.0,28,Да
4064G,03.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,5842,3281.5,3443.8,1851.6,1853.7,1851.6,1853.8,36,Да
4571G3,11.07.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1182,3286.8,3329.0,1824.0,1825.6,1823.8,1829.4,28,Да
4571G3,29.07.2021,НП4,НП4,ПЕРЕСТРЕЛ,Перфоратор ЗПКО-скорпион-ПП-20 Г,622,3286.8,3299.7,1824.0,1825.0,1823.8,1825.7,48,Да
3407G,10.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,12378,3291.1,3635.0,1792.5,1790.6,1792.5,1790.6,36,Да
4136DG,15.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1415,3291.6,3342.2,1830.1,1830.1,1830.0,1830.1,28,Да
4144G,05.10.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,8768,3293.6,3606.8,1833.8,1829.3,1833.8,1829.1,28,Да
4573G,28.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,5979,3294.1,3507.6,1888.3,1886.0,1888.3,1885.9,28,Да
4077G,18.01.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2464,3295.3,3383.5,1846.0,1843.9,1845.8,1843.7,28,Да
3409G2,29.01.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3298.3,3621.2,1779.8,1778.5,1779.8,1778.3,0,Да
4126G,13.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3678,3298.4,3429.8,1845.8,1850.2,1845.8,1850.2,28,Да
4136G,24.06.2017,НП4,,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,282,3299.5,3309.6,1834.5,1834.3,1834.4,1834.3,28,Да
3405G,30.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3120,3299.6,3411.0,1792.3,1793.5,1792.3,1793.5,28,Да
4571G3,29.07.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,819,3299.7,3329.0,1825.0,1825.6,1825.7,1829.4,28,Да
4547G,19.12.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,6720,3299.7,3531.5,1830.0,1834.9,1829.9,1834.9,29,Да
4054G,24.08.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,7385,3303.7,3567.4,1852.3,1852.8,1852.3,1852.6,28,Да
3401G,07.09.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",6219,3306.5,3528.6,1778.0,1776.1,1777.9,1776.1,28,Да
4501G,26.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4390,3307.4,3464.2,1825.9,1830.8,1825.9,1830.8,28,Да
9186G,14.09.2015,Ю2-6,,ПЕРВИЧ.ПЕРФ.,"Муфта ГРП 114/2,25",0,3307.9,3308.7,,,2024.3,2024.3,0,Да
4096G,20.09.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,6944,3308.3,3556.2,1853.6,1855.1,1853.6,1855.1,28,Да
4537G,02.04.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,2252,3309.7,3390.2,1835.5,1836.5,1835.4,1836.4,28,Да
4066G,14.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,7448,3311.0,3576.7,1845.3,1845.8,1845.2,1845.7,28,Да
4134G2,25.07.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,Фильтр,568,3311.7,3332.0,1849.3,1848.9,1849.2,1848.8,28,Да
4075G,28.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,571,3312.9,3333.4,1849.0,1849.8,1849.0,1849.7,28,Да
4115G,25.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5425,3318.2,3512.0,1851.0,1854.7,1851.0,1854.6,28,Да
4560G,29.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",5010,3321.3,3477.9,1849.0,1846.3,1848.9,1846.3,32,Да
4057G,25.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,285,3321.6,3331.8,1844.4,1844.5,1844.4,1844.5,28,Да
4067G,22.12.2015,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,4704,3323.8,3491.5,1846.4,1846.2,1846.3,1846.2,28,Да
4557G,26.02.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3324.5,3670.3,1828.4,1831.0,1828.4,1831.0,0,Да
3406G,02.09.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,283,3324.6,3334.7,1808.4,1808.6,1808.4,1808.6,28,Да
4136G,24.06.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,11368,3324.8,3730.8,1834.2,1831.1,1834.1,1831.1,28,Да
4099G,13.11.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,15486,3325.5,3878.6,1826.3,1830.2,1826.2,1830.2,28,Да
4085G,16.04.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,2016,3326.5,3398.2,1851.5,1851.3,1851.3,1851.1,28,Да
4572G,08.10.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,3331.9,3872.2,1873.8,1875.3,1873.6,1875.3,0,Да
4107G,02.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5712,3334.6,3538.6,1846.4,1847.7,1846.4,1847.8,28,Да
4106G,09.12.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,292,3336.9,3347.4,1848.4,1848.8,1848.4,1848.8,28,Да
4535G,03.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,12059,3340.3,3771.0,1828.0,1832.5,1828.1,1832.6,28,Да
4574G2,04.07.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",1380,3345.9,3389.1,1836.4,1838.6,1836.3,1838.7,32,Да
3411G,17.07.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,"ФС-114*7.4 ""Д""",12499,3346.3,3792.7,1787.8,1798.6,1787.8,1798.6,28,Да
4559G,30.11.2018,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,0,3354.9,3852.7,1835.6,1852.5,1835.5,1852.5,0,Да
4075G,28.02.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,571,3356.1,3376.5,1850.4,1850.9,1850.4,1850.9,28,Да
4545G,24.10.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,5552,3358.0,3549.5,1831.7,1834.7,1831.6,1834.7,29,Да
4106G,09.12.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,292,3358.8,3369.2,1849.6,1850.3,1849.6,1850.3,28,Да
4553G,12.06.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,0,3363.3,3706.7,1863.4,1859.1,1863.4,1857.9,0,Да
4036G,14.06.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,3422,3363.9,3486.1,1847.2,1847.3,1847.2,1847.3,28,Да
4136DG,15.05.2021,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,568,3366.0,3386.3,1830.3,1830.9,1830.2,1830.9,28,Да
4057G,25.05.2016,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,1142,3366.3,3407.1,1844.8,1844.7,1844.8,1844.7,28,Да
4519G,18.05.2020,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФБ 114,13671,3372.6,3860.8,1823.5,1822.0,1823.4,1821.8,28,Да
3410G,04.04.2019,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФОК-114-8000,0,3374.3,3586.1,1775.8,1780.2,1775.8,1780.1,0,Да
4108G2,15.04.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,9637,3375.5,3719.8,1835.8,1835.3,1835.8,1835.3,28,Да
4098G,07.03.2017,НП4,НП4,ПЕРВИЧ.ПЕРФ.,ФСТПО-114-8000,5726,3377.5,3582.0,1834.1,1833.1,1833.9,1833.0,28,Да
